vehicle_id,ultimo_timestamp,ultima_latitud,ultima_longitud
102,2025-06-30 23:21:11,,
106,2025-06-30 22:36:18,,
107,2025-06-30 23:58:37,,
108,2025-06-30 20:12:30,,
109,2025-06-28 23:02:37,,
111,2025-06-29 22:53:49,,
112,2025-06-30 23:16:35,,
113,2025-06-30 23:57:13,,
114,2025-06-30 23:59:58,,
115,2025-06-30 12:57:34,,
116,2025-06-30 23:58:58,,
117,2025-06-30 15:54:46,,
118,2025-06-30 08:31:00,,
119,2025-06-30 22:32:41,,
120,2025-06-30 18:49:33,,
121,2025-06-30 23:09:26,,
122,2025-06-30 22:16:13,,
123,2025-06-30 21:01:15,,
124,2025-06-30 20:59:38,,
125,2025-06-30 23:58:00,,
126,2025-06-30 23:51:39,,
127,2025-06-30 23:46:15,,
128,2025-06-30 23:24:50,,
129,2025-06-30 23:39:17,,
130,2025-06-30 23:59:44,,
131,2025-06-30 23:42:07,,
132,2025-06-30 23:59:53,,
133,2025-06-30 22:46:44,,
134,2025-06-30 21:29:48,,
135,2025-06-30 22:09:07,,
136,2025-06-30 23:16:28,,
137,2025-06-30 23:59:56,,
138,2025-06-30 23:59:26,,
139,2025-06-30 22:09:41,,
140,2025-06-30 23:58:43,,
141,2025-06-30 23:59:52,,
142,2025-06-30 23:59:35,,
143,2025-06-30 23:46:08,,
144,2025-06-30 23:54:58,,
145,2025-06-30 23:59:47,,
146,2025-06-30 23:51:45,,
147,2025-06-30 22:57:56,,
148,2025-06-30 23:59:17,,
149,2025-06-30 21:50:33,,
150,2025-06-30 20:33:57,,
151,2025-06-30 23:58:44,,
152,2025-06-30 23:17:58,,
153,2025-06-30 22:08:42,,
154,2025-06-30 00:35:53,,
155,2025-06-30 19:57:13,,
156,2025-06-30 17:15:24,,
157,2025-06-30 23:15:09,,
158,2025-06-30 23:57:43,,
159,2025-06-30 23:51:12,,
160,2025-06-30 21:23:47,,
161,2025-06-30 23:59:59,,
162,2025-06-30 23:58:24,,
163,2025-06-30 23:59:59,,
164,2025-06-30 23:58:14,,
165,2025-06-30 23:20:14,,
166,2025-06-30 23:59:49,,
167,2025-06-30 23:31:34,,
168,2025-06-30 23:16:00,,
169,2025-06-30 22:33:28,,
170,2025-06-30 23:56:17,,
171,2025-06-30 19:11:44,,
172,2025-06-29 15:03:08,,
173,2025-06-30 23:34:10,,
174,2025-06-30 23:33:00,,
175,2025-06-30 15:48:52,,
176,2025-06-24 09:03:14,,
177,2025-06-30 23:45:23,,
178,2025-06-30 18:05:27,,
179,2025-06-30 23:44:10,,
180,2025-06-30 22:42:34,,
181,2025-06-30 23:55:22,,
182,2025-06-30 22:44:41,,
183,2025-06-30 22:17:44,,
184,2025-06-30 19:38:19,,
185,2025-06-30 21:44:04,,
186,2025-06-30 23:57:49,,
187,2025-06-26 13:40:26,,
188,2025-06-30 23:55:05,,
189,2025-06-30 23:47:41,,
190,2025-06-30 23:47:05,,
191,2025-06-30 23:14:16,,
192,2025-06-30 15:47:52,,
193,2025-06-30 23:15:16,,
194,2025-06-30 22:33:52,,
195,2025-06-30 23:03:12,,
196,2025-06-30 22:35:58,,
197,2025-06-30 23:51:08,,
198,2025-06-30 23:11:06,,
199,2025-06-24 18:46:00,,
200,2025-06-30 22:59:01,,
201,2025-06-30 18:35:12,,
202,2025-06-30 20:37:22,,
203,2025-06-30 20:18:35,,
204,2025-06-28 23:15:09,,
205,2025-06-30 23:03:42,,
206,2025-06-30 01:58:00,,
207,2025-06-30 21:34:28,,
208,2025-06-30 22:30:43,,
209,2025-06-30 23:55:00,,
210,2025-06-30 23:46:03,,
211,2025-06-30 23:58:50,,
212,2025-06-30 23:51:48,,
213,2025-06-30 22:44:12,,
214,2025-06-29 00:06:15,,
215,2025-06-30 23:35:42,,
216,2025-06-30 23:48:54,,
217,2025-06-30 23:45:42,,
218,2025-06-30 23:55:20,,
219,2025-06-30 23:05:53,,
220,2025-06-30 23:22:15,,
221,2025-06-30 09:02:00,,
222,2025-06-30 22:31:57,,
223,2025-06-30 23:45:33,,
224,2025-06-30 23:57:07,,
225,2025-06-30 23:31:51,,
226,2025-06-30 23:46:34,,
227,2025-06-30 23:25:43,,
228,2025-06-30 23:52:15,,
229,2025-06-30 23:58:43,,
230,2025-06-30 23:59:49,,
231,2025-06-30 23:58:48,,
232,2025-06-30 23:58:40,,
233,2025-06-30 23:59:25,,
234,2025-06-30 23:59:40,,
235,2025-06-30 23:57:04,,
236,2025-06-30 23:53:00,,
237,2025-06-30 23:58:32,,
238,2025-06-30 23:59:17,,
239,2025-06-30 23:58:56,,
240,2025-06-30 22:47:18,,
241,2025-06-30 16:01:19,,
242,2025-06-30 23:04:16,,
243,2025-06-30 23:47:55,,
244,2025-06-30 23:49:11,,
245,2025-06-28 10:30:04,,
246,2025-06-30 23:57:59,,
247,2025-06-30 23:33:22,,
248,2025-06-30 14:01:03,,
249,2025-06-30 23:59:58,,
250,2025-06-30 22:46:08,,
251,2025-06-26 18:11:52,,
252,2025-06-30 22:47:25,,
253,2025-06-29 16:37:13,,
254,2025-06-30 23:02:17,,
255,2025-06-30 23:57:22,,
256,2025-06-30 23:59:24,,
257,2025-06-30 23:46:26,,
258,2025-06-30 23:57:40,,
259,2025-06-30 13:18:47,,
260,2025-06-30 22:53:17,,
261,2025-06-30 23:56:16,,
262,2025-06-30 23:58:36,,
263,2025-06-30 23:54:52,,
264,2025-06-30 23:44:22,,
265,2025-06-30 23:00:02,,
